description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Arándano Congelado FEST Paquete 500g,FEST,S/ 9.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,500.0,g,9.9
Yogurt Griego de Arándanos VAKIMU YOG Pote 1Kg,VAKIMU,S/ 16.80,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,1.0,kg,16.8
Yogurt VAKIMU +Pro Sabor Arándanos Pote 500g,VAKIMU,S/ 14.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,500.0,g,14.9
Yogurt VAKIMU +Pro Sabor Arándanos Pote 160g,VAKIMU,S/ 6.10,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,160.0,g,6.1
"Mix Arándano, Fresa y Frambuesa Congelado EL FRUTERO Bolsa 1kg",EL FRUTERO,S/ 20.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,1.0,kg,20.9
Yogurt Bebible Griego TIGO Arándano y Chía Botella 800g,TIGO,S/ 9.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,800.0,g,9.9
Cereal MCCALLUM'S Multicereal con Arándanos Caja 350g,MCCALLUM S,S/ 13.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,350.0,g,13.9
Cereal Müsli Arándanos KELLOGGS Caja 275g,KELLOGG S,S/ 24.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,275.0,g,24.9
Bebida de Arándanos L'ONDA con Té Verde Botella 1L,L ONDA,S/ 8.99,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,1.0,l,8.99
"Mix Maní, Almendras y Arándanos GRANUTS Bolsa 180g",GRANUTS,S/ 10.20,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,180.0,g,10.2
Yogurt Griego VAKIMU Sabor Arándanos Pote 160g,VAKIMU,S/ 5.50,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,160.0,g,5.5
Mermelada CASA VERDE Arándano y Mango Frasco 210g,CASAVERDE,S/ 9.00,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,210.0,g,9.0
Galletas con Quinua y Arándanos +NUTRI Co Caja 6un,NUTRISHAKE,S/ 16.20,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,6.0,un,16.2
Mezcla de Arándanos BELL'S Táper 200g,BELL'S,S/ 10.00,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,200.0,g,10.0
Yogurt Griego TIGO Arándano con Chía Pote 160g,TIGO,S/ 4.29,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,160.0,g,4.29
Yogurt Griego Descremado DANLAC con Arándanos Frasco 420g,DANLAC,S/ 11.50,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,420.0,g,11.5
Mermelada CREMA&NATA Diet Arándano Frasco 330g,CREMA&NATA,S/ 33.20,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,330.0,g,33.2
Yogurt Griego Descremado DANLAC Sabor a Arándanos Pote 900g,DANLAC,S/ 17.50,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,900.0,g,17.5
Yogurt Griego VAKIMU Sabor a Frutos del Arándanos y Guanábana Botella 160g Paquete 4un,VAKIMU,S/ 19.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,160.0,g,19.9
Mermelada BERRIES Arándanos Pote 260g,BERRIES,S/ 22.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,260.0,g,22.9
Galletas SANTIVERI Arándanos 0% Azúcar Bolsa 190g,SANTIVERI,S/ 19.30,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,190.0,g,19.3
Suplemento Nutricional Arándanos FITNESS SHAKE +NUTRI Co Bolsa 200g,+NUTRI CO,S/ 25.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,200.0,g,25.9
Gin ANDEAN Arándanos Botella 700ml,ANDEAN,S/ 137.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,700.0,ml,137.9
Puff Snack Fresa y Arándanos WANT WANT Baby Mum Botella 50g,WANT WANT,S/ 14.80,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,50.0,g,14.8
Mermelada HELIOS Arándanos Dulce Diet Frasco 280g,HELIOS,S/ 22.20,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,280.0,g,22.2
"Mermelada BERRIES Arándanos, Frambuesa y Mora Pote 260g",BERRIES,S/ 22.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,260.0,g,22.9
Jugo de Fruta L'ONDA Arándano Botella 1.89L,L ONDA,S/ 18.20,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,1.89,l,18.2
Galleta de Arándano BABY MUM Caja 50g,BABY MUM,S/ 14.10,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,50.0,g,14.1
Galletas con Arándanos sin Gluten LA FLORENCIA Pote 240g,LA FLORENCIA,S/ 20.30,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,240.0,g,20.3
Mermelada BERRIES Arándanos y Naranja Pote 260g,BERRIES,S/ 22.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,260.0,g,22.9
Mermelada de Arándanos SPREAD sin Azúcar Añadida Frasco 390g,SPREAD,S/ 19.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,390.0,g,19.9
"Barra de Avena, Quinua y Arándanos VITALMAX Paquete 180g",VITALMAX,S/ 14.40,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,180.0,g,14.4
Cereal UNIÓN con Arándanos y Piña Liofilizada Caja 350g,UNIÓN,S/ 22.50,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,350.0,g,22.5
Bites Arándanos Doble Chocolate KARINAT Doypack 120g,KARINAT,S/ 13.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,120.0,g,13.9
Yogurt Griego TIGO de Arándano & Chía Pote 1Kg,TIGO,S/ 15.49,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,1.0,kg,15.49
"Yogurt GLORIA ActiBio con Linaza Sabor a Pitahaya, Mango y Arándanos Botella 950g",GLORIA,S/ 7.50,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,950.0,g,7.5
Yogurt Griego LAIVE Sabor a Arándanos Botella 800g,LAIVE,S/ 9.90,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,800.0,g,9.9
Bebida Natural BIO Arándano con Uva y Manzana Botella 300ml,BIO,S/ 3.60,vivanda,ARÁNDANOS,2024-12-04 17:48:33.549501,300.0,ml,3.6
