unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.6 kg aprox.,Carne Molida de Res Empacada al vacío EL BUEN ...,S/ 19.80 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.6,kg,19.8
Presentación 0.8 kg aprox.,Bisteck de Res EL BUEN CORTE,S/ 39.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.8,kg,39.9
Presentación 0.6 kg aprox.,Carne Molida Light de Res Empacada al vacío EL...,S/ 34.80 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.6,kg,34.8
Presentación 0.8 kg aprox.,Guiso Tierno de Res EL BUEN CORTE,S/ 32.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.8,kg,32.9
Presentación 1.1 kg aprox.,Hígado de Res Importado,S/ 13.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.1,kg,13.9
Presentación 0.9 kg aprox.,Costillar de Res,S/ 18.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.9,kg,18.9
Presentación 0.8 kg aprox.,Lomo Saltado de Res EL BUEN CORTE,S/ 42.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.8,kg,42.9
Presentación 1 kg aprox.,Osobuco de Res,S/ 25.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.0,kg,25.9
Presentación 0.8 kg aprox.,Guiso Especial de Res EL BUEN CORTE,S/ 38.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.8,kg,38.9
Presentación 1.1 kg aprox.,Mondongo de Cau Cau,S/ 13.40 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.1,kg,13.4
Presentación 1 kg aprox.,Uva Red Globe,S/ 13.49 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.0,kg,13.49
Paquete 8un,Hamburguesa OTTO KUNZ Premium de Res Bolsa 8un,S/ 23.90 un,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,8.0,un,23.9
Presentación 1.1 kg aprox.,Chanfainita de Res,S/ 12.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.1,kg,12.9
Presentación 1.4 kg aprox.,Corazón de Res,S/ 13.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.4,kg,13.9
Presentación 1.1 kg aprox.,Churrasco Parrillero de Res,S/ 34.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.1,kg,34.9
Bolsa 4un,Hamburguesa OTTO KUNZ Premium de Res Bolsa 4un,S/ 13.90 un,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,4.0,un,13.9
Bolsa 500g,Frijol BELL'S Red Kidney Bolsa 500g,S/ 6.10 un,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,500.0,g,6.1
Presentación 1 kg aprox.,Asado de Tira de Res,S/ 36.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.0,kg,36.9
Presentación 0.8 kg aprox.,Punta de Pecho de Res,S/ 23.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.8,kg,23.9
Presentación 1.1 kg aprox.,Mondongo Italiano,S/ 13.40 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.1,kg,13.4
Presentación 1.1 kg aprox.,Hamburguesa Casera de Res LA FLORENCIA,S/ 19.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.1,kg,19.9
Presentación 0.8 kg aprox.,Malaya de Res EL BUEN CORTE,S/ 34.50 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.8,kg,34.5
Presentación 1.04 kg aprox.,Churrasco Redondo de Res,S/ 36.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,1.04,kg,36.9
Caja 6un,Concentrado en Polvo DOÑA GUSTA caldo sabor a ...,S/ 2.20 un,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,6.0,un,2.2
Presentación 0.8 kg aprox.,Cuadril de Cadera de Res EL BUEN CORTE,S/ 52.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,0.8,kg,52.9
Bolsa 8un,Hamburguesa de Res OREGON Foods Bolsa 8un,S/ 26.90 un,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,8.0,un,26.9
Presentación 2.4 kg aprox.,Asado Pejerrey de Res EL BUEN CORTE,S/ 39.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,2.4,kg,39.9
Bolsa 600g,Albóndigas de Carne de Res RANCHERAS Bolsa 600...,S/ 15.60 un,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,600.0,g,15.6
Presentación 2.5 kg aprox.,Lomo Fino de Res EL BUEN CORTE,S/ 77.90 x kg,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,2.5,kg,77.9
Caja 20un,Cigarro LUCKY STRIKE Red Caja 20un,S/ 15.80 un,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,20.0,un,15.8
Bolsa 3un,Máquina de Afeitar GILLETTE Prestobarba3 con 3...,S/ 20.90 un,plaza_vea,MONDONGO DE RES,2024-12-04 13:23:52.002811,3.0,un,20.9
