unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Bandeja 500g,Blueberries BELL'S FRESCOS Bandeja 500g,S/ 14.40 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,500.0,g,14.4
Bandeja 1un,Blueberries BELL'S FRESCOS Bandeja 300g,S/ 8.99 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,1.0,un,8.99
Bandeja 100g,Blueberries BELL'S FRESCOS Bandeja 100g,S/ 3.29 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,100.0,g,3.29
Pote 1Kg,Yogurt Griego de Arándanos VAKIMU YOG Pote 1Kg,S/ 15.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,1.0,kg,15.9
Pote 900g,Yogurt Griego Descremado DANLAC Sabor a Aránda...,S/ 17.50 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,900.0,g,17.5
Bandeja 100g,Mix Blueberries Frambuesa BELL'S Bandeja 100g,S/ 8.60 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,100.0,g,8.6
Bandeja 300g,Mix Blueberries Aguaymanto BELL'S Bandeja 300g,S/ 8.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,300.0,g,8.9
Bolsa 1Kg,"Mix Arándano, Fresa y Frambuesa Congelado EL F...",S/ 20.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,1.0,kg,20.9
Pote 500g,Yogurt VAKIMU +Pro Sabor Arándanos Pote 500g,S/ 14.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,500.0,g,14.9
Bandeja 1un,Blueberries BELL'S FRESCOS Paquete 900g,S/ 24.99 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,1.0,un,24.99
Pote 160g,Yogurt VAKIMU +Pro Sabor Arándanos Pote 160g,S/ 6.10 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,160.0,g,6.1
Bolsa 180g,"Mix Maní, Almendras y Arándanos GRANUTS Bolsa ...",S/ 10.49 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,180.0,g,10.49
Pote 1Kg,Yogurt Griego TIGO de Arándano & Chía Pote 1Kg,S/ 15.49 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,1.0,kg,15.49
Paquete 6un,Galletas con Quinua y Arándanos +NUTRI Co Caja...,S/ 15.30 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,6.0,un,15.3
Frasco 180g,Mermelada Light de Arándanos CASA VERDE Frasco...,S/ 12.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,180.0,g,12.9
Frasco 420g,Yogurt Griego Descremado DANLAC con Arándanos ...,S/ 10.99 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,420.0,g,10.99
Galonera 1.6Kg,Yogurt Griego Bebible TIGO Sabor Arándano y Ch...,S/ 17.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,1.6,kg,17.9
Frasco 210g,Mermelada CASA VERDE Arándano y Mango Frasco 2...,S/ 9 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,210.0,g,9.0
Bolsa 1Kg,Arándanos Entero Congelado EL FRUTERO Bolsa 1K...,S/ 21.50 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,1.0,kg,21.5
Botella 950g,Yogurt GLORIA ActiBio con Linaza Sabor a Pitah...,S/ 7.50 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,950.0,g,7.5
Envase de Plastico 200g,Mezcla de Arándanos BELL'S Táper 200g,S/ 10 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,200.0,g,10.0
Caja 400g,Granola BELL'S Arándanos Caja 400g,S/ 9.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,400.0,g,9.9
Caja 20un,Infusiones SAINT GOTTARD Arandano frambuesa Ca...,S/ 9.40 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,20.0,un,9.4
Frasco 390g,Mermelada de Arándanos SPREAD sin Azúcar Añadi...,S/ 19.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,390.0,g,19.9
Vaso 115g,Yogurt Griego LAIVE Sabor a Arándanos Vaso 115...,S/ 2 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,115.0,g,2.0
Caja 50g,Galleta BABY MUM Arándano Caja 50g,S/ 13.99 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,50.0,g,13.99
Caja 350g,Cereal MCCALLUM'S Multicereal con Arándanos Ca...,S/ 13.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,350.0,g,13.9
Botella 800g,Yogurt Griego LAIVE Sabor a Arándanos Botella ...,S/ 9.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,800.0,g,9.9
Botella 300ml,Bebida Natural BIO Arándano con Uva y Manzana ...,S/ 3.50 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,300.0,ml,3.5
Paquete 500g,Arándano Congelado FEST Paquete 500g,S/ 9.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,500.0,g,9.9
Bandeja 500g,Blueberries Frescos AFFRESCARE Bandeja 500g,S/ 14.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,500.0,g,14.9
Pote 160g,Yogurt Griego VAKIMU Sabor Arándanos Pote 160g,S/ 5.50 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,160.0,g,5.5
Vaso 175g,Yogurt Griego TIGO Arándano con Chía y Granola...,S/ 6.30 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,175.0,g,6.3
Bolsa 190g,Galletas SANTIVERI Arándanos 0% Azúcar Bolsa 1...,S/ 19.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,190.0,g,19.9
Pote 750g,Yogurt Griego TIGO Arándano y Chía Pote 750g,S/ 12.90 un,plaza_vea,ARÁNDANOS,2024-12-04 13:54:17.808840,750.0,g,12.9
