unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.3 kg aprox.,Melocotón Premium x Kg,S/ 10.90 x kg,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,0.3,kg,10.9
Lata 820g,Durazno en Mitades BELL'S Lata 820g,S/ 7.20 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,820.0,g,7.2
Paquete 6un,Néctar FRUGOS DEL VALLE Sabor a Durazno Caja 2...,S/ 7.90 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,6.0,un,7.9
Galonera 1.7Kg,Yogurt Parcialmente Descremado GLORIA Sabor a ...,S/ 9.20 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,1.7,kg,9.2
Paquete 150g,Salchicha de Huacho CASA EUROPA Paquete 150g,S/ 6.50 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,150.0,g,6.5
Presentación 0.5 kg aprox.,Papa Huayro,S/ 7.29 x kg,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,0.5,kg,7.29
Caja 1.5L,Néctar FRUGOS DEL VALLE Sabor a Durazno Caja 1...,S/ 5.50 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,1.5,l,5.5
Galonera 1.7Kg,Yogurt LAIVE Sbelt Sabor a Durazno Galonera 1....,S/ 11.50 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,1.7,kg,11.5
Lata 822g,Conserva de Durazno en Mitades ACONCAGUA en Al...,S/ 10.90 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,822.0,g,10.9
Galonera 1.7Kg,Yogurt Slim GLORIA Sabor a Durazno Galonera 1....,S/ 10.30 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,1.7,kg,10.3
Vaso 120g,Yogurt GLORIA Frutado Durazno Vaso 120g,S/ 1.70 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,120.0,g,1.7
Galonera 1.7Kg,Yogurt Bebible LAIVE Bio Sabor a Durazno Galon...,S/ 11.50 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,1.7,kg,11.5
Lata 820g,Duraznos en Almíbar ARICA Lata 820g,S/ 8.80 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,820.0,g,8.8
Caja 1L,Bebida GLORIA Durazno Caja 1L,S/ 3.90 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,1.0,l,3.9
Lata 820g,Duraznos en Mitades DOS CABALLOS Lata 820g,S/ 11.50 un,plaza_vea,DURAZNO HUAYCO,2024-12-04 13:48:53.479053,820.0,g,11.5
