description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Alimento Lácteo LAIVE Yopi Sabor a Fresa Botella 180g,S/ 1.99,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,180.0,g,Alimento Lácteo LAIVE Yopi Sabor a Fresa Botella,1.99,vivanda,LAIVE,ALIMENTOS EN CUBITOS
Alimento Lácteo LAIVE Yopi Mix Bolitas de Color Vaso 100g,S/ 2.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,100.0,g,Alimento Lácteo LAIVE Yopi Mix Bolitas de Color Vaso,2.8,vivanda,LAIVE,ALIMENTOS EN CUBITOS
Alimento para Gatos RICOCAT Adulto Trocitos Marinos Pouch 85gr,S/ 3.00,vega,ALIMENTOS EN CUBITOS,2024-12-05 13:15:29.042876,85.0,g,Alimento para Gatos RICOCAT Adulto Trocitos Marinos Pouch r,3.0,vega,Ricocat,ALIMENTOS EN CUBITOS
Alimento Húmedo para Perros DOG CHOW Cena de Carne Pouch 100g,S/ 3.90,vega,ALIMENTOS EN CUBITOS,2024-12-05 13:15:29.042876,100.0,g,Alimento Húmedo para Perros DOG CHOW Cena de Carne Pouch,3.9,vega,Dog Chow,ALIMENTOS EN CUBITOS
Alimento húmedo para Gatos Gatitos Pollo 85 gr,S/ 3.90,tottus,ALIMENTOS EN CUBITOS,2024-12-05 12:34:53.007546,85.0,g,Alimento húmedo para Gatos Gatitos Pollo r,3.9,tottus,CAT CHOW,ALIMENTOS EN CUBITOS
Alimento para Perro Razas Pequeñas PEDIGREE Pouch de Pollo Paquete 18un 100gr,S/ 4.20,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,18.0,un,Alimento para Perro Razas Pequeñas PEDIGREE Pouch de Pollo Paquete  r,4.2,vivanda,PEDIGREE,ALIMENTOS EN CUBITOS
Dog Chow Alimento Húmedo para Perros Adultos Cordero Doypack 100 g,S/ 4.20,metro,ALIMENTOS EN CUBITOS,2024-12-05 16:37:32.804444,100.0,g,Dog Chow Alimento Húmedo para Perros Adultos Cordero Doypack,4.2,metro,,ALIMENTOS EN CUBITOS
Felix Alimento Húmedo para Gatos Adultos Carne Doypack 85 g,S/ 4.50,metro,ALIMENTOS EN CUBITOS,2024-12-05 16:37:32.804444,85.0,g,Felix Alimento Húmedo para Gatos Adultos Carne Doypack,4.5,metro,,ALIMENTOS EN CUBITOS
Alimento para Gatitos WHISKAS Pouch Pollo Bolsa 85g,S/ 4.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,85.0,g,Alimento para Gatitos WHISKAS Pouch Pollo Bolsa,4.5,vivanda,WHISKAS,ALIMENTOS EN CUBITOS
Alimento húmedo para gatos Classic con Pescado Blanco 85 gr,S/ 4.50,tottus,ALIMENTOS EN CUBITOS,2024-12-05 12:34:53.007546,85.0,g,Alimento húmedo para gatos Classic con Pescado Blanco r,4.5,tottus,FELIX,ALIMENTOS EN CUBITOS
